session_id,date,day_of_week,start_time,end_time,hour_of_day,time_of_day,duration_min,topic,topic_type,difficulty_1_5,sleep_hours,energy_before_1_10,distraction_level_1_10,break_before_days,location,device_used,completion_percent,focus_score_1_10,notes
S0312,2025-01-28,Tuesday,12:15,14:00,12,Afternoon,105,Linear Algebra,Math,4,7.3,7,1,0,Study Room,Laptop + Notebook,96,7,"Decent session, some distractions but useful progress"
S0313,2025-01-29,Wednesday,12:20,14:05,12,Afternoon,105,Data Visualization,Data Analysis,2,6.7,7,5,0,Cafe,Laptop,80,5,"Low energy, needed more breaks than expected"
S0314,2025-01-30,Thursday,11:15,12:00,11,Morning,45,German Language,Language,3,9.5,7,4,0,Home Desk,Laptop + Notebook,89,7,"Decent session, some distractions but useful progress"
S0315,2025-01-30,Thursday,14:45,15:30,14,Afternoon,45,Big Data Analytics,Data Engineering,4,7.6,7,6,0,Study Room,Tablet,86,6,"Decent session, some distractions but useful progress"
S0316,2025-01-31,Friday,10:00,11:15,10,Morning,75,Python Programming,Programming,3,7.8,4,4,0,Cafe,Tablet,96,7,"Decent session, some distractions but useful progress"
S0317,2025-02-03,Monday,15:30,16:20,15,Afternoon,50,Machine Learning,ML,4,7.4,5,3,2,University Library,Notebook,87,7,"Decent session, some distractions but useful progress"
S0318,2025-02-03,Monday,16:10,18:10,16,Afternoon,120,Data Visualization,Data Analysis,2,7.4,7,2,0,Study Room,Notebook,92,8,"High clarity, strong concentration, completed planned tasks"
S0319,2025-02-04,Tuesday,16:30,17:30,16,Afternoon,60,Big Data Analytics,Data Engineering,4,6.4,6,6,0,Home Desk,Laptop,52,4,"Low energy, needed more breaks than expected"
S0320,2025-02-05,Wednesday,21:20,22:35,21,Night,75,SQL Practice,Programming,3,6.7,3,2,0,University Library,Tablet,59,4,"Low energy, needed more breaks than expected"
S0321,2025-02-05,Wednesday,10:00,10:35,10,Morning,35,Statistics,Math,4,6.9,5,5,0,University Library,Notebook,98,6,"Decent session, some distractions but useful progress"
S0322,2025-02-06,Thursday,16:10,16:55,16,Afternoon,45,German Language,Language,3,7.4,5,9,0,Cafe,Tablet,80,3,Frequent interruptions reduced flow
S0323,2025-02-09,Sunday,10:00,11:15,10,Morning,75,Data Visualization,Data Analysis,2,8.0,6,7,2,University Library,Notebook,95,6,"Decent session, some distractions but useful progress"
S0324,2025-02-11,Tuesday,15:00,15:35,15,Afternoon,35,Big Data Analytics,Data Engineering,4,5.5,5,5,1,Study Room,Tablet,47,2,"Low energy, needed more breaks than expected"
S0325,2025-02-13,Thursday,14:30,16:30,14,Afternoon,120,Data Visualization,Data Analysis,2,6.9,9,2,1,Study Room,Laptop,100,7,"Decent session, some distractions but useful progress"
S0326,2025-02-14,Friday,10:15,12:00,10,Morning,105,SQL Practice,Programming,3,7.4,8,3,0,University Library,Tablet,81,7,"Decent session, some distractions but useful progress"
S0327,2025-02-15,Saturday,14:15,16:15,14,Afternoon,120,Deep Learning,ML,5,5.3,7,1,0,Home Desk,Tablet,79,6,"Decent session, some distractions but useful progress"
S0328,2025-02-16,Sunday,21:00,21:35,21,Night,35,Big Data Analytics,Data Engineering,4,6.6,7,1,0,University Library,Laptop + Notebook,72,4,"Low energy, needed more breaks than expected"
S0329,2025-02-17,Monday,15:20,15:55,15,Afternoon,35,Machine Learning,ML,4,6.5,5,2,0,University Library,Laptop,74,6,"Decent session, some distractions but useful progress"
S0330,2025-02-17,Monday,09:30,10:30,9,Morning,60,Deep Learning,ML,5,6.2,3,5,0,University Library,Tablet,90,5,"Low energy, needed more breaks than expected"
S0331,2025-02-18,Tuesday,16:30,17:20,16,Afternoon,50,Linear Algebra,Math,4,6.7,4,5,0,Home Desk,Laptop + Notebook,74,2,"Low energy, needed more breaks than expected"
S0332,2025-02-18,Tuesday,14:20,15:10,14,Afternoon,50,Deep Learning,ML,5,5.5,3,5,0,University Library,Laptop + Notebook,54,3,"Low energy, needed more breaks than expected"
S0333,2025-02-21,Friday,20:30,21:05,20,Evening,35,Linear Algebra,Math,4,7.5,6,5,2,University Library,Laptop,76,3,"Low energy, needed more breaks than expected"
S0334,2025-02-22,Saturday,14:30,16:45,14,Afternoon,135,Deep Learning,ML,5,5.1,7,3,0,Cafe,Tablet,77,5,"Low energy, needed more breaks than expected"
S0335,2025-02-22,Saturday,11:15,13:15,11,Morning,120,Linear Algebra,Math,4,7.9,8,3,0,Home Desk,Tablet,87,8,"High clarity, strong concentration, completed planned tasks"
S0336,2025-02-25,Tuesday,10:10,10:55,10,Morning,45,Linear Algebra,Math,4,6.9,7,6,2,University Library,Tablet,84,5,"Low energy, needed more breaks than expected"
S0337,2025-02-26,Wednesday,10:00,10:35,10,Morning,35,Linear Algebra,Math,4,6.6,6,4,0,University Library,Laptop + Notebook,91,6,"Decent session, some distractions but useful progress"
S0338,2025-02-26,Wednesday,11:30,13:30,11,Morning,120,Deep Learning,ML,5,7.7,6,1,0,Study Room,Laptop + Notebook,90,8,"High clarity, strong concentration, completed planned tasks"
S0339,2025-02-27,Thursday,21:30,22:05,21,Night,35,German Language,Language,3,6.9,6,2,0,Study Room,Laptop + Notebook,76,5,"Low energy, needed more breaks than expected"
S0340,2025-02-27,Thursday,12:00,13:45,12,Afternoon,105,Deep Learning,ML,5,6.1,4,1,0,Home Desk,Notebook,77,7,"Decent session, some distractions but useful progress"
S0341,2025-02-28,Friday,18:20,19:10,18,Evening,50,Statistics,Math,4,7.7,6,5,0,Cafe,Laptop + Notebook,82,5,"Low energy, needed more breaks than expected"
S0342,2025-03-01,Saturday,14:15,14:50,14,Afternoon,35,Deep Learning,ML,5,7.3,6,3,0,Home Desk,Laptop + Notebook,87,6,"Decent session, some distractions but useful progress"
S0343,2025-03-03,Monday,09:20,10:20,9,Morning,60,Generative AI,GenAI,4,8.6,1,3,1,Study Room,Notebook,88,6,"Decent session, some distractions but useful progress"
S0344,2025-03-04,Tuesday,11:30,13:45,11,Morning,135,Deep Learning,ML,5,8.1,5,5,0,Study Room,Laptop + Notebook,82,6,"Decent session, some distractions but useful progress"
S0345,2025-03-05,Wednesday,08:15,09:00,8,Morning,45,Deep Learning,ML,5,7.6,8,4,0,University Library,Notebook,93,8,"High clarity, strong concentration, completed planned tasks"
S0346,2025-03-06,Thursday,15:00,16:15,15,Afternoon,75,Big Data Analytics,Data Engineering,4,7.0,7,5,0,Study Room,Notebook,69,5,"Low energy, needed more breaks than expected"
S0347,2025-03-07,Friday,20:15,21:05,20,Evening,50,Statistics,Math,4,7.6,6,5,0,University Library,Tablet,99,4,"Low energy, needed more breaks than expected"
S0348,2025-03-10,Monday,09:00,09:35,9,Morning,35,Statistics,Math,4,6.9,3,2,2,Home Desk,Laptop,83,6,"Decent session, some distractions but useful progress"
S0349,2025-03-11,Tuesday,16:20,17:50,16,Afternoon,90,Big Data Analytics,Data Engineering,4,7.1,7,6,0,Cafe,Laptop,58,5,"Low energy, needed more breaks than expected"
S0350,2025-03-12,Wednesday,09:30,10:15,9,Morning,45,Machine Learning,ML,4,6.5,8,4,0,Cafe,Laptop + Notebook,100,7,"Decent session, some distractions but useful progress"
S0351,2025-03-14,Friday,15:00,17:15,15,Afternoon,135,Big Data Analytics,Data Engineering,4,6.7,7,2,1,Home Desk,Tablet,89,6,"Decent session, some distractions but useful progress"
S0352,2025-03-17,Monday,08:45,10:45,8,Morning,120,Generative AI,GenAI,4,7.6,6,5,2,University Library,Laptop + Notebook,73,6,"Decent session, some distractions but useful progress"
S0353,2025-03-18,Tuesday,22:00,23:45,22,Night,105,Generative AI,GenAI,4,5.9,8,4,0,University Library,Notebook,70,4,"Low energy, needed more breaks than expected"
S0354,2025-03-19,Wednesday,08:15,09:30,8,Morning,75,Big Data Analytics,Data Engineering,4,7.0,2,2,0,Home Desk,Tablet,69,5,"Low energy, needed more breaks than expected"
S0355,2025-03-20,Thursday,20:45,21:45,20,Evening,60,Big Data Analytics,Data Engineering,4,6.6,7,3,0,Home Desk,Tablet,100,6,"Decent session, some distractions but useful progress"
S0356,2025-03-21,Friday,07:15,08:05,7,Morning,50,German Language,Language,3,7.1,6,3,0,Cafe,Laptop,86,4,"Low energy, needed more breaks than expected"
S0357,2025-03-23,Sunday,12:45,13:35,12,Afternoon,50,Deep Learning,ML,5,8.0,5,1,1,Cafe,Laptop,82,7,"Decent session, some distractions but useful progress"
S0358,2025-03-24,Monday,18:00,18:50,18,Evening,50,SQL Practice,Programming,3,7.0,6,2,0,Home Desk,Notebook,100,7,"Decent session, some distractions but useful progress"
S0359,2025-03-25,Tuesday,09:10,09:45,9,Morning,35,Deep Learning,ML,5,7.0,4,6,0,Cafe,Laptop,66,4,"Low energy, needed more breaks than expected"
S0360,2025-03-26,Wednesday,09:45,10:35,9,Morning,50,Deep Learning,ML,5,7.4,5,3,0,Home Desk,Notebook,87,6,"Decent session, some distractions but useful progress"
S0361,2025-03-30,Sunday,16:30,17:30,16,Afternoon,60,Deep Learning,ML,5,7.2,7,2,3,University Library,Laptop,96,5,"Restart after long gap, took time to regain rhythm"
S0362,2025-04-01,Tuesday,12:45,13:45,12,Afternoon,60,Machine Learning,ML,4,6.9,3,6,1,Cafe,Laptop,64,2,"Low energy, needed more breaks than expected"
S0363,2025-04-02,Wednesday,09:15,10:30,9,Morning,75,Generative AI,GenAI,4,7.1,6,2,0,Study Room,Laptop + Notebook,100,7,"Decent session, some distractions but useful progress"
S0364,2025-04-03,Thursday,22:20,23:20,22,Night,60,Python Programming,Programming,3,7.8,6,4,0,Home Desk,Laptop + Notebook,84,4,"Low energy, needed more breaks than expected"
S0365,2025-04-05,Saturday,09:20,10:05,9,Morning,45,SQL Practice,Programming,3,6.3,6,5,1,Study Room,Tablet,62,5,"Low energy, needed more breaks than expected"
S0366,2025-04-05,Saturday,15:20,17:20,15,Afternoon,120,Big Data Analytics,Data Engineering,4,7.0,6,3,0,Home Desk,Laptop,84,6,"Decent session, some distractions but useful progress"
S0367,2025-04-06,Sunday,21:20,22:50,21,Night,90,Machine Learning,ML,4,5.6,9,4,0,Cafe,Tablet,70,5,"Low energy, needed more breaks than expected"
S0368,2025-04-07,Monday,12:00,13:45,12,Afternoon,105,Generative AI,GenAI,4,6.5,6,1,0,University Library,Notebook,70,7,"Decent session, some distractions but useful progress"
S0369,2025-04-07,Monday,09:45,11:30,9,Morning,105,Data Visualization,Data Analysis,2,7.0,8,5,0,Home Desk,Notebook,88,6,"Decent session, some distractions but useful progress"
S0370,2025-04-09,Wednesday,14:15,15:30,14,Afternoon,75,Data Visualization,Data Analysis,2,6.7,4,3,1,Cafe,Laptop,88,5,"Low energy, needed more breaks than expected"
S0371,2025-04-10,Thursday,09:15,10:00,9,Morning,45,Linear Algebra,Math,4,6.5,4,3,0,Cafe,Laptop,66,4,"Low energy, needed more breaks than expected"
S0372,2025-04-11,Friday,07:15,09:00,7,Morning,105,German Language,Language,3,7.2,4,4,0,Cafe,Laptop + Notebook,65,2,"Low energy, needed more breaks than expected"
S0373,2025-04-12,Saturday,21:10,23:10,21,Night,120,SQL Practice,Programming,3,6.4,5,6,0,Home Desk,Tablet,71,4,"Low energy, needed more breaks than expected"
S0374,2025-04-14,Monday,11:10,12:40,11,Morning,90,Generative AI,GenAI,4,8.3,3,3,1,Study Room,Laptop + Notebook,100,7,"Decent session, some distractions but useful progress"
S0375,2025-04-15,Tuesday,18:30,20:30,18,Evening,120,Generative AI,GenAI,4,7.7,9,5,0,Home Desk,Laptop + Notebook,85,5,"Low energy, needed more breaks than expected"
S0376,2025-04-15,Tuesday,11:10,12:00,11,Morning,50,SQL Practice,Programming,3,8.6,8,6,0,University Library,Tablet,98,7,"Decent session, some distractions but useful progress"
S0377,2025-04-16,Wednesday,10:00,10:50,10,Morning,50,Linear Algebra,Math,4,6.4,8,4,0,University Library,Tablet,88,7,"Decent session, some distractions but useful progress"
S0378,2025-04-19,Saturday,09:00,11:00,9,Morning,120,Generative AI,GenAI,4,7.9,6,8,2,University Library,Laptop + Notebook,82,3,Frequent interruptions reduced flow
S0379,2025-04-21,Monday,12:30,14:45,12,Afternoon,135,Deep Learning,ML,5,6.5,7,4,1,Study Room,Laptop + Notebook,73,5,"Low energy, needed more breaks than expected"
S0380,2025-04-24,Thursday,10:30,11:05,10,Morning,35,Big Data Analytics,Data Engineering,4,7.0,8,3,2,University Library,Tablet,90,8,"High clarity, strong concentration, completed planned tasks"
S0381,2025-04-24,Thursday,15:15,15:50,15,Afternoon,35,Big Data Analytics,Data Engineering,4,9.4,5,5,0,University Library,Notebook,76,6,"Decent session, some distractions but useful progress"
S0382,2025-04-25,Friday,20:15,21:30,20,Evening,75,Data Visualization,Data Analysis,2,6.5,9,5,0,Study Room,Notebook,99,8,"High clarity, strong concentration, completed planned tasks"
S0383,2025-04-26,Saturday,15:00,15:50,15,Afternoon,50,SQL Practice,Programming,3,7.6,5,7,0,Home Desk,Laptop + Notebook,76,4,Frequent interruptions reduced flow
S0384,2025-04-27,Sunday,07:10,08:25,7,Morning,75,Statistics,Math,4,6.7,4,6,0,University Library,Tablet,75,2,"Low energy, needed more breaks than expected"
S0385,2025-04-29,Tuesday,16:10,16:55,16,Afternoon,45,SQL Practice,Programming,3,6.8,7,5,1,University Library,Tablet,75,7,"Decent session, some distractions but useful progress"
S0386,2025-04-30,Wednesday,08:30,10:15,8,Morning,105,Statistics,Math,4,7.2,6,4,0,Study Room,Laptop,87,8,"High clarity, strong concentration, completed planned tasks"
S0387,2025-05-03,Saturday,10:20,12:05,10,Morning,105,Python Programming,Programming,3,6.0,6,2,2,University Library,Tablet,100,7,"Decent session, some distractions but useful progress"
S0388,2025-05-03,Saturday,15:20,16:05,15,Afternoon,45,German Language,Language,3,6.1,8,6,0,Home Desk,Laptop,84,5,"Low energy, needed more breaks than expected"
S0389,2025-05-06,Tuesday,20:30,21:05,20,Evening,35,German Language,Language,3,7.3,5,3,2,Study Room,Laptop + Notebook,76,4,"Low energy, needed more breaks than expected"
S0390,2025-05-06,Tuesday,09:00,09:50,9,Morning,50,Python Programming,Programming,3,7.0,5,1,0,Cafe,Tablet,100,8,"High clarity, strong concentration, completed planned tasks"
S0391,2025-05-07,Wednesday,10:20,11:10,10,Morning,50,Statistics,Math,4,8.1,7,2,0,Home Desk,Notebook,100,9,"High clarity, strong concentration, completed planned tasks"
S0392,2025-05-09,Friday,11:20,12:05,11,Morning,45,Generative AI,GenAI,4,7.7,4,4,1,University Library,Notebook,83,6,"Decent session, some distractions but useful progress"
S0393,2025-05-10,Saturday,16:45,17:30,16,Afternoon,45,Linear Algebra,Math,4,7.9,5,6,0,Home Desk,Tablet,77,3,"Low energy, needed more breaks than expected"
S0394,2025-05-10,Saturday,15:20,16:50,15,Afternoon,90,Machine Learning,ML,4,7.6,9,4,0,University Library,Notebook,99,8,"High clarity, strong concentration, completed planned tasks"
S0395,2025-05-12,Monday,10:20,11:35,10,Morning,75,Statistics,Math,4,6.2,9,4,1,University Library,Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
S0396,2025-05-12,Monday,18:20,19:35,18,Evening,75,Big Data Analytics,Data Engineering,4,7.2,10,4,0,Cafe,Notebook,91,7,"Decent session, some distractions but useful progress"
S0397,2025-05-13,Tuesday,20:30,22:45,20,Evening,135,Statistics,Math,4,5.8,7,2,0,Home Desk,Laptop,70,4,"Low energy, needed more breaks than expected"
S0398,2025-05-14,Wednesday,08:45,10:00,8,Morning,75,Data Visualization,Data Analysis,2,6.5,7,1,0,Study Room,Notebook,92,9,"High clarity, strong concentration, completed planned tasks"
S0399,2025-05-15,Thursday,10:10,11:10,10,Morning,60,Python Programming,Programming,3,5.1,8,1,0,University Library,Notebook,100,9,"High clarity, strong concentration, completed planned tasks"
S0400,2025-05-16,Friday,18:45,20:45,18,Evening,120,Data Visualization,Data Analysis,2,5.4,7,4,0,Home Desk,Laptop + Notebook,85,5,"Low energy, needed more breaks than expected"
S0401,2025-05-17,Saturday,11:10,12:10,11,Morning,60,Linear Algebra,Math,4,6.7,7,2,0,University Library,Laptop + Notebook,95,8,"High clarity, strong concentration, completed planned tasks"
S0402,2025-05-18,Sunday,21:20,21:55,21,Night,35,Big Data Analytics,Data Engineering,4,8.3,4,7,0,Cafe,Laptop,53,1,Frequent interruptions reduced flow
S0403,2025-05-19,Monday,12:45,14:45,12,Afternoon,120,Big Data Analytics,Data Engineering,4,6.6,6,7,0,Cafe,Notebook,89,5,Frequent interruptions reduced flow
S0404,2025-05-20,Tuesday,09:45,10:45,9,Morning,60,Machine Learning,ML,4,6.9,6,7,0,Study Room,Notebook,74,3,Frequent interruptions reduced flow
S0405,2025-05-21,Wednesday,16:10,17:10,16,Afternoon,60,SQL Practice,Programming,3,5.7,7,1,0,Study Room,Tablet,100,8,"High clarity, strong concentration, completed planned tasks"
S0406,2025-05-21,Wednesday,09:00,09:35,9,Morning,35,Linear Algebra,Math,4,6.7,7,6,0,Home Desk,Laptop + Notebook,76,6,"Decent session, some distractions but useful progress"
S0407,2025-05-26,Monday,16:30,17:45,16,Afternoon,75,Machine Learning,ML,4,8.5,8,1,4,Home Desk,Laptop + Notebook,90,7,"Decent session, some distractions but useful progress"
S0408,2025-05-27,Tuesday,15:45,17:45,15,Afternoon,120,Statistics,Math,4,7.8,7,1,0,Study Room,Laptop,100,8,"High clarity, strong concentration, completed planned tasks"
S0409,2025-05-27,Tuesday,18:20,19:50,18,Evening,90,Linear Algebra,Math,4,6.6,4,3,0,Study Room,Laptop + Notebook,97,5,"Low energy, needed more breaks than expected"
S0410,2025-05-29,Thursday,20:30,22:00,20,Evening,90,Data Visualization,Data Analysis,2,8.2,9,3,1,University Library,Notebook,99,7,"Decent session, some distractions but useful progress"
S0411,2025-05-31,Saturday,20:00,22:15,20,Evening,135,Statistics,Math,4,8.3,5,4,1,Study Room,Tablet,78,3,"Low energy, needed more breaks than expected"
S0412,2025-06-01,Sunday,16:15,17:00,16,Afternoon,45,Data Visualization,Data Analysis,2,5.9,8,3,0,University Library,Laptop,81,6,"Decent session, some distractions but useful progress"
S0413,2025-06-03,Tuesday,10:15,12:00,10,Morning,105,German Language,Language,3,5.9,7,2,1,University Library,Laptop + Notebook,79,7,"Decent session, some distractions but useful progress"
S0414,2025-06-04,Wednesday,15:45,16:35,15,Afternoon,50,Python Programming,Programming,3,7.7,5,5,0,Study Room,Notebook,83,5,"Low energy, needed more breaks than expected"
S0415,2025-06-07,Saturday,09:00,10:30,9,Morning,90,Big Data Analytics,Data Engineering,4,7.5,7,6,2,Study Room,Notebook,50,4,"Low energy, needed more breaks than expected"
S0416,2025-06-08,Sunday,11:20,13:20,11,Morning,120,Statistics,Math,4,5.1,7,2,0,Cafe,Laptop,66,7,"Decent session, some distractions but useful progress"
S0417,2025-06-09,Monday,08:15,09:30,8,Morning,75,Data Visualization,Data Analysis,2,6.4,7,4,0,University Library,Laptop + Notebook,87,9,"High clarity, strong concentration, completed planned tasks"
S0418,2025-06-10,Tuesday,07:30,09:00,7,Morning,90,Big Data Analytics,Data Engineering,4,7.0,6,1,0,University Library,Notebook,80,6,"Decent session, some distractions but useful progress"
S0419,2025-06-10,Tuesday,15:10,16:40,15,Afternoon,90,Big Data Analytics,Data Engineering,4,5.3,7,5,0,Study Room,Tablet,89,6,"Decent session, some distractions but useful progress"
S0420,2025-06-11,Wednesday,15:30,16:45,15,Afternoon,75,Statistics,Math,4,7.1,6,4,0,University Library,Notebook,94,7,"Decent session, some distractions but useful progress"
S0421,2025-06-12,Thursday,09:30,10:20,9,Morning,50,Machine Learning,ML,4,8.0,8,1,0,Study Room,Laptop,100,9,"High clarity, strong concentration, completed planned tasks"
S0422,2025-06-13,Friday,11:30,13:00,11,Morning,90,Statistics,Math,4,6.8,5,4,0,Home Desk,Tablet,86,7,"Decent session, some distractions but useful progress"
S0423,2025-06-15,Sunday,10:15,11:05,10,Morning,50,Python Programming,Programming,3,6.8,4,2,1,Study Room,Notebook,72,6,"Decent session, some distractions but useful progress"
S0424,2025-06-16,Monday,08:20,10:35,8,Morning,135,Python Programming,Programming,3,6.7,6,5,0,University Library,Laptop + Notebook,87,7,"Decent session, some distractions but useful progress"
S0425,2025-06-16,Monday,14:20,15:05,14,Afternoon,45,Python Programming,Programming,3,8.1,7,4,0,Study Room,Laptop,100,7,"Decent session, some distractions but useful progress"
S0426,2025-06-18,Wednesday,10:10,10:45,10,Morning,35,German Language,Language,3,6.5,7,5,1,Home Desk,Tablet,95,6,"Decent session, some distractions but useful progress"
S0427,2025-06-20,Friday,15:15,17:00,15,Afternoon,105,Statistics,Math,4,6.1,4,3,1,University Library,Laptop,78,5,"Low energy, needed more breaks than expected"
S0428,2025-06-21,Saturday,20:45,21:35,20,Evening,50,Machine Learning,ML,4,5.7,8,4,0,Home Desk,Notebook,77,5,"Low energy, needed more breaks than expected"
S0429,2025-06-22,Sunday,21:20,22:50,21,Night,90,SQL Practice,Programming,3,5.9,4,6,0,University Library,Laptop,51,2,"Low energy, needed more breaks than expected"
S0430,2025-06-23,Monday,16:10,17:10,16,Afternoon,60,Python Programming,Programming,3,5.6,8,4,0,University Library,Laptop + Notebook,97,6,"Decent session, some distractions but useful progress"
S0431,2025-06-23,Monday,15:30,16:20,15,Afternoon,50,German Language,Language,3,6.1,6,4,0,Cafe,Notebook,99,6,"Decent session, some distractions but useful progress"
S0432,2025-06-25,Wednesday,18:15,20:00,18,Evening,105,Machine Learning,ML,4,7.9,4,3,1,Home Desk,Tablet,89,6,"Decent session, some distractions but useful progress"
S0433,2025-06-26,Thursday,11:00,12:45,11,Morning,105,Generative AI,GenAI,4,6.5,6,3,0,Cafe,Laptop,96,7,"Decent session, some distractions but useful progress"
S0434,2025-06-26,Thursday,07:20,07:55,7,Morning,35,Deep Learning,ML,5,7.4,5,2,0,Cafe,Laptop + Notebook,78,4,"Low energy, needed more breaks than expected"
S0435,2025-06-27,Friday,14:00,16:00,14,Afternoon,120,German Language,Language,3,7.1,3,6,0,Home Desk,Laptop,83,3,"Low energy, needed more breaks than expected"
S0436,2025-06-27,Friday,12:15,14:00,12,Afternoon,105,Machine Learning,ML,4,6.6,4,6,0,Study Room,Laptop,73,3,"Low energy, needed more breaks than expected"
S0437,2025-06-29,Sunday,11:15,12:15,11,Morning,60,Machine Learning,ML,4,7.8,4,3,1,University Library,Laptop,81,6,"Decent session, some distractions but useful progress"
S0438,2025-06-29,Sunday,09:30,11:15,9,Morning,105,Machine Learning,ML,4,7.1,5,4,0,Cafe,Tablet,83,5,"Low energy, needed more breaks than expected"
S0439,2025-06-30,Monday,14:45,15:35,14,Afternoon,50,Generative AI,GenAI,4,5.6,6,5,0,Study Room,Tablet,62,4,"Low energy, needed more breaks than expected"
S0440,2025-06-30,Monday,12:15,13:30,12,Afternoon,75,German Language,Language,3,6.9,6,1,0,Cafe,Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
S0441,2025-07-03,Thursday,07:15,07:50,7,Morning,35,SQL Practice,Programming,3,7.1,6,5,2,Cafe,Laptop + Notebook,69,3,"Low energy, needed more breaks than expected"
S0442,2025-07-03,Thursday,18:45,19:35,18,Evening,50,Linear Algebra,Math,4,6.4,5,3,0,Study Room,Laptop,66,5,"Low energy, needed more breaks than expected"
S0443,2025-07-05,Saturday,16:10,18:25,16,Afternoon,135,Statistics,Math,4,6.7,6,4,1,Cafe,Laptop + Notebook,83,5,"Low energy, needed more breaks than expected"
S0444,2025-07-06,Sunday,18:10,18:55,18,Evening,45,German Language,Language,3,9.1,6,1,0,Study Room,Laptop + Notebook,80,7,"Decent session, some distractions but useful progress"
S0445,2025-07-07,Monday,12:20,14:20,12,Afternoon,120,SQL Practice,Programming,3,6.9,8,4,0,University Library,Notebook,83,7,"Decent session, some distractions but useful progress"
S0446,2025-07-09,Wednesday,14:15,15:30,14,Afternoon,75,Data Visualization,Data Analysis,2,7.1,4,2,1,Study Room,Notebook,83,5,"Low energy, needed more breaks than expected"
S0447,2025-07-10,Thursday,10:20,11:50,10,Morning,90,Data Visualization,Data Analysis,2,6.9,5,4,0,Home Desk,Laptop,97,7,"Decent session, some distractions but useful progress"
S0448,2025-07-11,Friday,09:10,10:40,9,Morning,90,Generative AI,GenAI,4,5.5,4,5,0,Cafe,Tablet,97,5,"Low energy, needed more breaks than expected"
S0449,2025-07-12,Saturday,21:30,22:05,21,Night,35,Data Visualization,Data Analysis,2,6.9,7,3,0,Study Room,Notebook,69,5,"Low energy, needed more breaks than expected"
S0450,2025-07-15,Tuesday,16:45,18:30,16,Afternoon,105,Data Visualization,Data Analysis,2,6.2,6,4,2,Cafe,Tablet,80,5,"Low energy, needed more breaks than expected"
S0451,2025-07-15,Tuesday,11:45,13:30,11,Morning,105,Linear Algebra,Math,4,8.3,5,4,0,Cafe,Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
S0452,2025-07-16,Wednesday,21:00,23:15,21,Night,135,Linear Algebra,Math,4,6.7,7,1,0,Study Room,Laptop,100,6,"Decent session, some distractions but useful progress"
S0453,2025-07-16,Wednesday,09:20,10:35,9,Morning,75,Statistics,Math,4,6.4,6,2,0,University Library,Laptop + Notebook,85,8,"High clarity, strong concentration, completed planned tasks"
S0454,2025-07-17,Thursday,11:45,13:45,11,Morning,120,Python Programming,Programming,3,5.8,5,5,0,Study Room,Laptop,100,6,"Decent session, some distractions but useful progress"
S0455,2025-07-17,Thursday,14:10,16:25,14,Afternoon,135,Data Visualization,Data Analysis,2,6.4,6,9,0,Cafe,Notebook,81,2,Frequent interruptions reduced flow
S0456,2025-07-18,Friday,11:10,12:55,11,Morning,105,Statistics,Math,4,6.3,4,1,0,Cafe,Tablet,100,7,"Decent session, some distractions but useful progress"
S0457,2025-07-19,Saturday,15:45,16:45,15,Afternoon,60,Deep Learning,ML,5,8.1,7,2,0,Study Room,Notebook,85,6,"Decent session, some distractions but useful progress"
S0458,2025-07-24,Thursday,10:45,12:30,10,Morning,105,Big Data Analytics,Data Engineering,4,7.9,8,5,4,University Library,Notebook,95,7,"Decent session, some distractions but useful progress"
S0459,2025-07-26,Saturday,09:00,09:45,9,Morning,45,Statistics,Math,4,6.4,7,2,1,University Library,Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
S0460,2025-07-27,Sunday,14:45,15:30,14,Afternoon,45,Generative AI,GenAI,4,6.8,9,5,0,Study Room,Laptop,89,6,"Decent session, some distractions but useful progress"
S0461,2025-07-28,Monday,16:45,17:30,16,Afternoon,45,SQL Practice,Programming,3,6.4,6,2,0,Study Room,Notebook,96,7,"Decent session, some distractions but useful progress"
S0462,2025-07-28,Monday,09:00,10:30,9,Morning,90,Deep Learning,ML,5,6.4,7,4,0,Study Room,Laptop,83,7,"Decent session, some distractions but useful progress"
S0463,2025-07-29,Tuesday,09:00,10:30,9,Morning,90,German Language,Language,3,7.4,9,1,0,Study Room,Notebook,100,9,"High clarity, strong concentration, completed planned tasks"
S0464,2025-07-30,Wednesday,11:45,12:20,11,Morning,35,Linear Algebra,Math,4,5.9,8,6,0,Cafe,Notebook,78,5,"Low energy, needed more breaks than expected"
S0465,2025-07-31,Thursday,10:45,11:20,10,Morning,35,Statistics,Math,4,5.5,9,5,0,Home Desk,Notebook,100,6,"Decent session, some distractions but useful progress"
S0466,2025-08-01,Friday,16:10,17:40,16,Afternoon,90,Python Programming,Programming,3,6.7,7,6,0,Home Desk,Notebook,98,6,"Decent session, some distractions but useful progress"
S0467,2025-08-04,Monday,20:10,20:55,20,Evening,45,Statistics,Math,4,5.9,7,3,2,University Library,Laptop + Notebook,76,4,"Low energy, needed more breaks than expected"
S0468,2025-08-05,Tuesday,09:15,11:15,9,Morning,120,German Language,Language,3,8.1,8,3,0,Study Room,Laptop + Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
